origin_geoid,GEOID,closest_pcs_id,closest_pcs_lat,closest_pcs_lon,closest_pcs_dist_km,closest_pcs_dist_mi,most_visited_pcs_id,most_visited_pcs_visit_pct,most_visited_pcs_lat,most_visited_pcs_lon,visit_pct_total,top_pois_at_most_visited_pcs
171118711081,171118711081,154807,42.1798635,-88.3334365,3.1656,1.967,213167.0,0.0131555235177509,42.1780903,-88.3996337,0.2518447443659193,Benjamin S Bryner MD|Offices of Physicians (except Mental Health Specialists)|0.000219; Mohs Surgery & Dermatology Center|Offices of Physicians (except Mental Health Specialists)|0.000219; Joshua M Lennon MD|Offices of Physicians (except Mental Health Specialists)|0.000219
171118711082,171118711082,213167,42.1780903,-88.3996337,2.8087,1.7453,169013.0,0.019564226456377,41.882312,-87.630943,0.2218069103838089,La Salle Mart|Convenience Stores|0.000085; Robert Barabas OD|Offices of Optometrists|0.000061; Feinberg Sharma P C|Courts|0.000061
171118711083,171118711083,213167,42.1780903,-88.3996337,2.7479,1.7075,,,,,,
171118711091,171118711091,213167,42.1780903,-88.3996337,1.9246,1.1959,213167.0,0.0448441186276868,42.1780903,-88.3996337,0.1936415087172864,Northwestern Medicine Huntley Hospital Emergency Department|General Medical and Surgical Hospitals|0.000580; Avinish Reddy MD|Offices of Physicians (except Mental Health Specialists)|0.000580; Bahaa Al Azzam MD|Offices of Physicians (except Mental Health Specialists)|0.000580
171118711092,171118711092,213167,42.1780903,-88.3996337,1.3399,0.8326,213167.0,0.0307258770856113,42.1780903,-88.3996337,0.1617623858251867,Benjamin S Bryner MD|Offices of Physicians (except Mental Health Specialists)|0.000457; Mohs Surgery & Dermatology Center|Offices of Physicians (except Mental Health Specialists)|0.000457; Joshua M Lennon MD|Offices of Physicians (except Mental Health Specialists)|0.000457
171118711093,171118711093,213167,42.1780903,-88.3996337,1.041,0.6469,,,,,,
171118711101,171118711101,213167,42.1780903,-88.3996337,1.2272,0.7625,,,,,,
171118711102,171118711102,213167,42.1780903,-88.3996337,1.9758,1.2277,,,,,,
171118711111,171118711111,213167,42.1780903,-88.3996337,0.9258,0.5753,,,,,,
171118711112,171118711112,213167,42.1780903,-88.3996337,2.1445,1.3325,,,,,,
171118711113,171118711113,213167,42.1780903,-88.3996337,1.6916,1.0511,,,,,,
171118711121,171118711121,213167,42.1780903,-88.3996337,5.4284,3.3731,,,,,,
171118711122,171118711122,213167,42.1780903,-88.3996337,6.5193,4.0509,,,,,,
171118711123,171118711123,213167,42.1780903,-88.3996337,4.0625,2.5243,,,,,,
171118711131,171118711131,213167,42.1780903,-88.3996337,2.6963,1.6754,,,,,,
171118711132,171118711132,213167,42.1780903,-88.3996337,4.7956,2.9799,,,,,,
171118711141,171118711141,213167,42.1780903,-88.3996337,1.8123,1.1261,,,,,,
171118711142,171118711142,213167,42.1780903,-88.3996337,0.8423,0.5234,,,,,,
171118711143,171118711143,213167,42.1780903,-88.3996337,1.1673,0.7253,,,,,,
171118711151,171118711151,213167,42.1780903,-88.3996337,2.6463,1.6443,,,,,,
171118711152,171118711152,213167,42.1780903,-88.3996337,2.2924,1.4244,,,,,,
